BatchNumber,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41
6018,4.847937,19.6109,23.45493,,5.000497,5.099448,23.47682,60.59999,64.8,69.89999,22,1110.586,1962.483,2047.077,1061.787,23.68982,35.8,47.74611,55.71272,50.39605,140.4473,131.5741,4.999502,61.68198,25.37922,17.88046,5.121565,19.87138,9.013797,65.00035,4.999502,80,25,15,4.965674,10,4.956174,4.959773,6017.153,5578.171,7791.200195
6019,4.847937,19.49903,21.88554,,5.000497,5.100371,23.47111,61.59999,64.89999,69.89999,22,1063.725,1968.875,2047.077,1095.503,23.68982,35.8,47.74611,55.71272,50.07692,140.9434,130.7343,5.000978,61.84994,24.54607,18.57465,5.116696,20.10519,8.994645,65.01341,5.000978,80,25,15,4.940763,10,4.961572,4.961572,6025.389,5586.407,7791.200195
6020,4.848766,19.4666,23.85538,,4.999668,5.101294,23.47816,62.09999,65.1,69.89999,22,1113.078,1970.585,2030.492,1061.787,23.68982,36.13593,47.57815,55.88068,50.24488,140.4473,130.7343,5.000978,60.85896,25.19127,17.92236,5.115479,19.9637,9.001029,64.9612,5.000978,80,25,15,4.956447,10,4.949877,4.949877,6017.153,5578.171,7791.200195
6021,4.852912,21.34079,24.44877,,4.999668,5.100371,23.46775,61.9,65.2,69.99999,22,1135.465,1980.891,2008.459,1061.787,23.68982,35.8,47.57815,55.71272,50.24488,140.8442,130.7343,5.00024,61.51401,24.23484,17.38955,5.116696,19.90677,8.994645,64.9612,5.00024,80,25,15,4.944453,10,4.954375,4.962472,6017.153,5586.407,7791.200195
6022,4.848766,19.83463,22.84695,,5.000497,5.100371,23.49025,61.4,65.2,70.1,21.9,1142.342,1952.402,2047.674,1061.608,23.68982,35.8,47.74611,55.56155,50.39605,140.4473,130.9023,5.00024,61.68198,25.48451,18.71542,5.120348,19.87651,8.981878,65.01341,5.00024,80,25,15,4.94353,10,4.962472,4.96697,6017.153,5586.407,7799.435547
6023,4.847937,19.89948,22.4465,,4.999668,5.100371,23.49227,60.4,64.99999,70.1,22,1140.635,1985.293,2047.674,1061.787,23.68982,35.46407,47.57815,55.56155,50.39605,140.8442,130.7343,5.000978,61.34605,25.06677,17.46524,5.119131,19.8875,9.013797,64.9873,5.000978,80,25,15,4.952757,10,4.959773,4.954375,6008.917,5578.171,7791.200195
6024,4.851254,19.72276,22.71887,,4.999668,5.100371,23.48874,59.4,64.89999,70.1,22,1138.924,1970.567,2008.751,1095.503,23.68982,35.46407,47.41018,55.39359,50.39605,140.4473,130.7343,5.00024,61.01012,24.72424,19.12961,5.110609,19.91352,8.997837,64.94946,5.00024,80,25,15,4.965674,10,4.965171,4.957973,6025.389,5578.171,7791.200195
6025,4.848766,20.23508,25.08917,,4.999668,5.099448,23.49109,58.59999,64.8,69.99999,22,1107.256,1971.402,2063.283,1061.787,23.68982,35.29611,47.57815,55.56155,50.24488,140.8442,131.0702,5.001717,61.51401,25.27191,17.31507,5.108174,20.07052,9.016989,64.9612,5.001717,80,25,15,4.95737,10,4.957973,4.973268,6017.153,5586.407,7791.200195
6026,4.851254,19.08236,23.21498,,4.999668,5.100371,23.50772,58.4,64.89999,69.89999,21.9,1083.046,1975.014,2024.934,1061.608,23.35389,35.46407,47.41018,55.39359,50.07692,140.4473,130.7343,4.999502,61.51401,25.62735,18.25068,5.114261,19.98008,8.991454,65.00036,4.999502,80,25,15,4.953679,10,4.957973,4.976866,6008.917,5578.171,7799.435547
6027,4.847937,20.45882,22.91018,,4.999668,5.100371,23.50856,58.8,64.89999,69.89999,21.9,1107.589,1969.439,2047.077,1061.608,23.68982,35.63204,47.41018,55.39359,50.39605,140.8442,130.9023,4.998026,61.51401,24.91071,18.76722,5.108174,19.98746,8.98507,65.00036,4.998026,80,25,15,4.95737,10,4.957074,4.961572,6008.917,5578.171,7791.200195
6028,4.851254,19.75519,24.12776,49.9854,5.000497,5.099448,23.51478,59.59999,65.1,69.89999,21.9,1101.007,1976.161,2008.167,1061.608,23.52186,35.8,47.41018,55.39359,50.24488,140.5465,131.0702,5.00024,61.34605,24.52829,17.84639,5.115479,19.93509,9.026564,64.9873,5.00024,80,25,15,4.964751,10,4.960672,4.963372,6017.153,5578.171,7799.435547
6029,4.852083,19.72276,23.5522,,4.999668,5.100371,23.51528,60.7,65.2,69.99999,21.9,1110.753,1953.54,2063.583,1061.608,23.52186,35.63204,47.74611,55.39359,50.24488,140.8442,131.5741,4.998764,61.51401,25.54754,18.39178,5.120348,19.90186,8.997837,65.01341,4.998764,80,25,15,4.950912,10,4.956174,4.96787,6017.153,5578.171,7799.435547
6030,4.846279,19.57847,22.4773,,5.000497,5.099448,23.52133,61.7,65.2,70.1,21.9,1088.42,1980.33,2014.358,1061.608,23.68982,35.96796,47.74611,55.39359,50.39605,140.4473,131.5741,4.999502,60.69099,25.28583,17.93726,5.115479,19.9094,9.020181,65.01341,4.999502,80,25,15,4.953679,10,4.96787,4.964271,6008.917,5586.407,7791.200195
6031,4.852912,20.36316,24.19261,46.84501,4.999668,5.099448,23.51562,62.2,65.1,70.2,21.9,1097.294,1967.255,2047.972,1061.608,23.35389,36.13593,47.74611,55.39359,50.39605,140.9434,131.9101,4.998764,60.69099,24.52641,18.84838,5.114261,20.06708,8.997837,65.01341,4.998764,80,25,15,4.953679,10,4.963372,4.972368,6017.153,5569.935,7791.200195
6032,4.847937,20.70039,23.45493,47.66212,5.000497,5.100371,23.52973,62.09999,64.99999,70.1,22,1143.536,1978.117,2047.674,1061.787,23.52186,35.8,47.74611,55.39359,50.39605,140.5465,131.7421,4.999502,61.51401,26.0506,18.79083,5.114261,19.94075,8.994645,64.94815,4.999502,80,25,15,4.961061,10,4.954375,4.969669,6025.389,5569.935,7799.435547
6033,4.853741,19.8022,21.96498,47.64591,4.999668,5.100371,23.53544,61.4,64.89999,70.1,22.1,1119.011,1970.003,2036.629,1061.967,23.68982,35.46407,47.74611,55.22562,50.24488,140.8442,132.078,5.000978,60.85896,24.57489,17.85536,5.111826,20.02215,8.991454,64.94815,5.00024,80,25,15,4.954602,10,4.956174,4.957074,6008.917,5586.407,7799.435547
6034,4.850424,20.09079,23.5668,49.28016,4.999668,5.101294,23.53812,60.4,64.89999,69.89999,22,1140.635,1970.567,2047.077,1061.787,23.84099,35.46407,47.41018,55.22562,50.24488,140.5465,131.9101,5.000978,60.1871,24.57978,17.73243,5.114261,19.94934,8.997837,65.01341,5.000978,80,25,15,4.95737,10,4.958873,4.973268,6008.917,5586.407,7799.435547
6035,4.850424,20.12322,23.48735,,4.999668,5.100371,23.5608,59.4,64.89999,69.89999,22,1115.663,1961.075,1997.474,1061.787,23.52186,35.12815,47.41018,55.05766,50.24488,140.8442,131.9101,5.001717,60.35506,25.33664,18.76978,5.111826,19.86787,9.004221,65.03951,5.001717,80,25,15,4.956447,10,4.962472,4.96877,6017.153,5578.171,7799.435547
6036,4.852912,20.37938,22.36543,49.66439,4.999668,5.099448,23.55794,58.59999,64.99999,69.8,22,1083.372,1989.15,1991.533,1061.787,23.52186,34.97698,47.24222,55.22562,50.24488,140.3481,132.078,5.00024,61.34605,24.10215,16.93699,5.114261,19.97291,8.988262,65.01341,5.00024,80,25,15,4.950912,10,4.959773,4.970569,6025.389,5578.171,7791.200195
6037,4.847937,18.71271,23.29442,48.86349,5.000497,5.099448,23.56147,58.4,65.1,69.89999,22,1113.985,1983.346,1991.823,1061.787,23.35389,35.12815,47.41018,55.39359,50.24488,140.7449,131.7421,5.00024,61.17809,24.91956,17.9306,5.108174,20.15746,8.994645,64.9612,5.00024,80,25,15,4.956447,10,4.956174,4.963372,6017.153,5578.171,7791.200195
6038,4.85457,19.19423,23.15013,,4.999668,5.100371,23.57071,58.8,65.2,70.1,22.1,1059.27,1973.695,2047.674,1061.967,23.35389,35.29611,47.09105,55.22562,50.24488,140.5465,131.9101,5.001717,60.85896,24.41692,18.96589,5.111826,19.99162,9.010605,65.00036,5.001717,80,25,15,4.956447,10,4.952576,4.96877,6017.153,5586.407,7799.435547
6039,4.852912,19.78599,23.05447,,4.999668,5.101294,23.57591,59.8,65.2,70.2,22.1,1085.329,1967.546,2025.819,1061.967,23.68982,35.29611,47.24222,55.05766,50.24488,140.8442,131.9101,5.00024,61.51401,24.68085,19.05305,5.111826,20.08036,8.997837,65.00036,5.00024,80,25,15,4.950912,10,4.951676,4.981365,6017.153,5578.171,7791.200195
6040,4.848766,20.12322,22.06226,,4.999668,5.100371,23.58499,60.9,64.99999,70.2,22.1,1087.119,1993.557,2025.819,1061.967,23.84099,35.29611,47.09105,55.05766,50.24488,140.5465,131.9101,4.999502,61.01012,24.84052,19.16434,5.109392,19.94686,9.013797,64.97426,4.999502,80,25,15,4.936149,10,4.957074,4.976866,6017.153,5578.171,7791.200195
6041,4.847108,19.62711,23.23119,,4.999668,5.100371,23.58885,61.8,64.8,70.1,22.1,1119.679,1971.965,2008.751,1061.967,23.68982,35.8,47.24222,55.05766,50.24488,140.8442,132.2292,5.00024,60.35506,23.60906,17.83673,5.116696,20.05147,8.98507,65.03951,5.00024,80,25,15,4.95737,10,4.964271,4.976866,6017.153,5578.171,7791.200195
6042,4.850424,19.59468,23.27983,42.99935,5.000497,5.099448,23.59892,62.3,64.8,69.89999,22.1,1097.457,1975.285,2008.167,1061.967,23.52186,35.8,47.57815,55.39359,50.39605,140.3481,132.2292,5.003193,58.52425,23.94198,0.3605409,5.124,19.62677,8.98507,65.00035,5.003193,80,25,15,4.98874,9.1,4.981365,4.99306,6017.153,5586.407,7791.200195
6043,4.84545,23.92023,21.43645,27.41245,4.999668,5.100371,23.61135,62.09999,64.89999,69.89999,22.1,1166.424,1998.216,2030.492,1061.967,24.00895,35.8,47.41018,55.05766,50.24488,140.8442,131.9101,5.00024,76.61395,25.18909,0.3507555,5.198261,18.90946,9.016989,65.10216,5.00024,80,25,15,4.987817,10,5.000257,5.009254,28275.1,26884.03,7791.200195
6044,4.85457,17.25519,24.64008,43.12905,4.999668,5.100371,23.61354,61.3,65.2,69.89999,22.2,1165.032,1986.439,2062.982,1062.147,24.00895,35.8,47.41018,55.22562,50.24488,140.6457,131.9101,5.00024,79.11661,25.0391,0.3532442,5.115479,20.09912,8.965919,65.03951,5.00024,80,25,15,4.986895,10,4.999358,5.000257,28275.1,26900.5,19730.1875
6045,4.846279,16.26297,23.29442,43.59274,4.999668,5.101294,23.61152,60.3,65.3,70.1,22.2,1163.291,1990.032,2063.583,1062.147,23.35389,35.29611,47.41018,55.05766,50.24488,140.8442,131.9101,5.000978,81.93839,25.10106,0.3495759,5.120348,19.94814,9.013797,65.00035,5.000978,80,25,15,4.961061,10,5.000257,4.999358,28275.1,26900.5,19730.1875
6046,4.849596,16.23055,23.74351,44.33041,4.999668,5.101294,23.61875,59.2,65.3,70.2,22.2,1161.371,1990.032,2047.972,1062.147,22.02698,34.80902,47.24222,55.22562,50.24488,140.4473,131.7421,4.999502,82.92938,24.90846,0.3456617,5.114261,20.12041,9.004221,64.97425,4.999502,80,25,15,4.97121,10,5.000257,5.000257,28275.1,26884.03,19730.1875
6047,4.849596,15.52529,22.49352,40.82198,4.999668,5.100371,23.64646,58.5,65.2,70.3,22.3,1160.148,1995.818,2063.884,1062.326,21.69105,39.12568,42.2705,53.73074,49.74099,140.8442,131.5741,4.999502,83.09734,25.12089,0.3450581,5.120348,20.01415,8.991454,65.00035,4.999502,80,25,15,4.980436,10,5.000257,5.001157,28275.1,26884.03,19730.1875
6048,4.851254,15.63716,21.01978,39.1391,5.000497,5.099448,23.64041,58.5,65.2,70.2,22.3,1160.148,1976.453,2014.651,1062.326,21.85902,39.78074,42.2705,44.42555,30.15642,140.5465,131.5741,5.00024,83.92036,24.24321,0.3367033,5.115479,19.89559,9.010605,65.03951,5.00024,80,25,15,4.975823,10,5.000257,4.999358,28283.33,26892.26,19730.1875
6049,4.85457,15.33236,20.47503,36.35214,5.000497,5.100371,23.51881,59.09999,65.2,70.1,22.3,1182.983,1999.658,2008.751,1062.326,21.35513,40.93969,42.60642,44.59352,29.98846,140.8442,131.7421,5.000978,83.92036,24.99927,0.3380598,5.109392,20.06997,8.997837,65.05256,5.000978,80,25,15,4.980436,10,5.000257,5.001157,28283.33,26892.26,19738.42578
6050,4.847937,15.18807,20.21887,35.90305,4.998839,5.100371,23.53678,60.2,65.2,70.1,22.3,1140.293,1991.971,2008.751,1062.326,21.35513,42.26661,44.26926,44.42555,30.32439,140.5465,131.4062,5.00024,82.76142,25.02244,0.3349544,5.115479,19.98074,9.001029,65.06431,5.00024,80,25,15,4.987817,10,5.000257,5.000257,28291.57,26892.26,19738.42578
6051,4.853741,15.28534,20.17185,35.98249,4.999668,5.100371,23.54182,61.3,65.1,69.89999,22.3,1142.172,1991.119,2008.167,1062.326,21.85902,42.7705,43.76537,44.27439,28.66154,140.9434,131.7421,4.999502,85.75117,24.38171,0.3367021,5.104522,20.20232,9.013797,65.03951,5.00024,80,25,15,4.973978,10,5.000257,5.000257,28283.33,26892.26,19738.42578
6052,4.852083,14.24287,20.18645,34.99027,4.998839,5.100371,23.56113,62.09999,65.1,69.99999,22.4,1166.424,1997.138,2047.375,1062.506,21.69105,43.76148,44.26926,45.09741,27.83852,140.5465,130.7343,5.002455,85.91914,4.510505,0.3385651,5.102087,20.06646,9.004221,65.03951,5.002455,80,25,15,4.826355,10,5.000257,5.000257,28283.33,26900.5,19730.1875
6053,0,24.48119,26.30674,43.01556,0,0,23.79024,62,64.99999,70.2,22.6,1135.635,2014.954,2063.884,1062.865,21.0192,36.62302,35.13204,26.83976,23.84099,140.9434,133.5561,0.389006,32.97698,25.31198,0.3643891,0.01704348,22.28283,0,0,0.389006,80,25,15,0,0,0,0,28283.33,26900.5,19730.1875
6054,0,26.46725,32.55512,,0,0.0535133,23.63638,58.7,64.99999,70.1,22.6,1160.498,1981.988,2008.751,1062.865,21.0192,36.79099,34.96407,26.50383,23.84099,140.8442,132.2292,0,38.60376,25.08508,0.3813898,0.08765218,19.84769,0.39579,0,0,80,25,15,0,1.7,0,0,28275.1,26900.5,19738.42578
6055,0,16.35863,17.52756,26.11543,0,0.2131305,23.63487,58.7,64.99999,70.2,22.6,1182.094,2013.851,2009.044,1062.865,20.86803,36.62302,35.13204,27.34365,23.84099,140.6457,132.2292,1.648293,37.44481,20.38148,0.3919158,0.5246957,14.28024,0,0,1.406179,80,25,15,0,0,0,0,28283.33,26900.5,19730.1875
6056,4.852912,37.8891,41.12516,,4.999668,5.101294,23.65049,58.7,64.99999,70.3,22.6,1107.422,1997.955,2048.27,1062.865,21.52309,44.43333,43.93333,44.59352,25.01674,140.8442,133.5561,5.00024,88.405,24.26184,1.405663,4.769739,19.19513,8.994645,0,5.00024,80,25,15,2.184823,10,5.001157,5.001157,28283.33,26892.26,19738.42578
6057,2.000696,21.13165,23.99968,44.63359,1.999867,0,23.60984,27.9,36.1,39.6,20.8,927.8884,2061.884,2099.614,977.8551,21.35513,26.83074,28.32951,25.17691,22.36291,140.6457,132.3972,0.2959989,40.43457,25.03135,32.07371,0.002434783,27.12486,0.04468596,55.00572,0.2959989,40,40,13,0.3801296,6.8,0.2078193,0,28291.57,26900.5,19738.42578
6058,4.999668,41.84663,45.11511,,5.000497,5.06162,23.63605,28.2,36.1,39.6,20.8,920.639,2058.481,2109.379,977.8551,21.52309,28.82951,31.48723,32.48333,22.51408,140.8442,133.5561,5.002455,61.17809,25.26044,32.07033,5.113044,24.92653,7.484899,55.01878,5.002455,40,40,13,4.954602,11,4.999358,5.000257,28283.33,26900.5,19738.42578
6059,5.000497,34.5736,32.53891,,4.999668,5.040399,23.6127,28.4,36,39.5,20.7,920.9443,2062.979,2075.162,1025.88,21.85902,28.99747,31.48723,32.6513,22.68204,140.4473,133.237,5.000978,60.52303,24.63476,32.16704,5.092348,26.92884,7.494474,54.99267,5.000978,40,40,13,4.99243,10.4,5.000257,5.000257,28291.57,26900.5,19738.42578
6060,4.998839,17.62322,43.20849,,5.000497,5.053316,23.60548,28.4,35.8,39.4,20.7,920.9443,2075.902,2108.705,941.2092,21.35513,28.66154,31.65519,32.48333,22.68204,140.5465,133.069,4.999502,60.52303,25.02611,31.58192,5.050957,27.44816,7.494474,54.95482,4.999502,40,40,13,4.920464,11,4.957973,5.000257,5919.144,10118.71,19738.42578
6061,4.999668,19.86706,27.68482,,4.999668,5.050548,23.58364,28.4,35.9,39.5,20.7,945.5751,2070.9,2123.604,977.6889,23.68982,28.99747,30.81537,32.31537,22.68204,140.3481,133.069,5.00024,60.52303,24.51407,32.1013,5.078957,27.0307,7.516817,54.95483,5.00024,40,40,13,4.940763,11,4.961572,4.963372,5919.144,10126.95,7204.792969
6062,5.000497,20.44423,28.2928,,4.999668,5.053316,23.58818,28.3,35.9,39.5,20.8,920.7916,2071.88,2075.162,977.8551,21.69105,27.33463,35.3,39.95772,22.68204,140.2488,132.7331,4.999502,60.35506,24.64229,31.63874,5.089913,26.92765,7.513625,54.94177,4.999502,40,40,13,4.934304,11,4.957074,4.960672,5919.144,10118.71,7221.264648
6063,4.999668,20.66796,27.36381,,4.999668,5.057929,23.58364,28.2,35.8,39.5,20.8,920.639,2062.804,2089.468,977.8551,21.85902,26.00772,33.4692,37.45506,31.98723,140.4473,132.2292,4.999502,60.01913,25.0616,32.10715,5.088696,27.13392,7.497666,54.94177,4.998764,40,40,13,4.937072,11,4.965171,4.971468,5911.731,10111.3,7213.02832
6064,4.999668,19.81842,26.88392,,4.999668,5.04778,23.56819,27.9,35.8,39.4,20.8,893.8608,2039.843,2123.265,941.3691,21.85902,25.67179,33.13327,37.45506,31.98723,140.4473,132.2292,5.00024,60.35506,24.84673,31.51294,5.081391,27.1082,7.494474,54.99267,5.000978,40,40,13,4.937072,11,4.969669,4.964271,5927.38,10118.71,7213.02832
6065,4.999668,19.56226,27.52432,,4.998839,5.052393,23.5388,27.6,35.8,39.3,20.8,927.4263,2059.406,2093.709,977.8551,21.52309,25.83976,32.47821,36.46407,32.64228,140.5465,132.078,5.000978,59.85117,25.01035,31.55023,5.089913,27.10407,7.50405,54.94047,5.000978,40,40,13,4.983204,11,4.978665,4.975067,5919.144,10111.3,7213.02832
6066,4.999668,20.01135,27.6524,,5.000497,5.043167,23.53275,27.4,35.8,39.2,20.8,866.3281,2041.335,2074.167,952.8419,21.69105,25.50383,32.14228,36.46407,32.81025,140.5465,131.4062,4.998764,59.36407,25.19534,32.56521,5.093565,26.87102,7.475323,54.95482,4.998764,40,40,13,4.934304,11,4.957973,4.984064,5927.38,10111.3,7204.792969
6067,5.000497,19.65791,27.78048,,4.999668,5.042244,23.52032,27.4,35.9,39.3,20.8,919.4169,2048.021,2088.8,977.8551,21.69105,25.67179,32.14228,36.12815,32.97821,140.6457,131.4062,5.00024,59.19611,24.69985,31.49285,5.098435,26.84326,7.523201,54.94177,5.00024,40,40,13,4.947221,11,4.958873,4.970569,5935.616,10111.3,7197.379883
6068,4.999668,20.26751,27.8129,,4.999668,5.050548,23.51898,27.6,36,39.4,20.8,919.7226,2056.667,2074.83,977.8551,21.85902,25.50383,31.97432,35.97698,32.81025,140.7449,131.0702,5.003193,59.36407,24.88099,32.18616,5.091131,26.91633,7.510433,54.99267,5.003193,40,40,13,4.955524,11,4.975067,4.970569,5927.38,10126.95,7204.792969
6069,5.000497,20.18645,28.58139,,5.000497,5.045012,23.5141,27.9,36.1,39.6,20.8,902.8174,2073.04,2075.493,977.8551,21.85902,25.50383,31.97432,35.80902,32.97821,140.7449,131.2382,5.00024,59.36407,25.1326,32.08596,5.089913,27.06182,7.497666,55.00572,5.00024,40,40,13,4.91216,11,4.965171,4.959773,5919.144,10111.3,7204.792969
6070,4.998839,20.5561,27.28437,,4.999668,5.058852,23.51595,28.3,36,39.7,20.8,928.5043,2059.579,2138.27,977.8551,21.69105,25.67179,31.80636,35.64105,32.97821,140.6457,130.9023,4.999502,59.36407,24.72827,31.34099,5.098435,27.01078,7.494474,55.00572,4.999502,40,40,13,4.949989,11,4.975067,4.972368,5919.144,10111.3,7189.144531
6071,4.999668,20.85927,27.98962,,5.000497,5.046857,23.52973,28.6,35.9,39.6,20.8,928.9658,2076.238,2089.802,977.8551,21.85902,25.50383,31.48723,35.47309,32.97821,140.7449,131.4062,5.00024,59.6832,25.10221,32.24198,5.092348,26.87755,7.500858,54.95482,5.00024,40,40,13,4.934304,11,4.961572,4.969669,5927.38,10118.71,7180.908203
6072,4.999668,20.21887,27.86154,,4.999668,5.057006,23.54249,28.8,35.9,39.5,20.8,921.5544,2074.77,2118.761,977.8551,21.69105,25.50383,31.48723,35.47309,32.81025,140.6457,129.7433,5.000978,59.36407,24.88029,32.14715,5.089913,27.02873,7.507241,54.95482,5.000978,40,40,13,4.930613,11,4.958873,4.96697,5919.144,10103.06,7172.671875
6073,5.000497,20.05836,27.89235,,5.000497,5.055161,23.5697,28.8,35.8,39.3,20.8,921.5544,2057.482,2188.642,977.8551,21.52309,25.33587,31.31926,35.47309,32.64228,140.6457,129.2562,4.999502,59.36407,25.40712,31.70045,5.087479,27.14961,7.500858,54.96657,4.999502,40,40,13,4.925077,11,4.972368,4.955275,5919.144,10118.71,7172.671875
6074,4.999668,19.67412,27.97341,,4.999668,5.045012,23.58347,28.7,35.9,39.3,20.9,921.4019,2081.074,2088.8,978.0213,21.52309,25.33587,31.31926,35.30513,32.47432,140.7449,130.0793,5.000978,59.19611,24.37066,31.49875,5.094783,26.98777,7.507241,54.97962,5.000978,40,40,13,4.953679,11,4.961572,4.96877,5919.144,10111.3,7147.963867
6075,4.999668,19.93028,26.7072,,4.999668,5.049625,23.6048,28.5,36.1,39.4,20.9,928.812,2065.281,2094.044,978.0213,21.52309,25.1847,31.31926,35.30513,32.64228,140.5465,129.9113,4.999502,59.36407,25.02213,31.7517,5.078957,27.19981,7.488091,54.97962,4.999502,40,40,13,4.938917,11,4.972368,4.965171,5919.144,10103.06,7156.200195
6076,5.000497,20.57231,28.83755,,5.000497,5.04409,23.62311,28.2,36.2,39.6,20.9,928.3503,2071.569,2109.379,978.0213,21.85902,25.33587,31.31926,35.47309,32.64228,140.6457,130.2472,4.998026,59.19611,25.10815,32.42794,5.081391,27.18233,7.478515,54.94177,4.998026,40,40,13,4.944453,11,4.977766,4.950777,5935.616,10111.3,7156.200195
6077,4.998839,19.67412,26.94715,,5.000497,5.038554,23.6347,27.9,36.1,39.6,20.9,894.0092,2042.773,2089.802,941.5292,21.85902,25.1847,31.1513,35.47309,32.47432,140.7449,130.4152,4.998764,59.53204,24.63574,31.87669,5.083826,27.12471,7.497666,54.99267,4.998764,40,40,13,4.936149,11,4.965171,4.961572,5927.38,10103.06,7147.963867
6078,4.999668,20.98898,29.01427,,4.999668,5.051471,23.64428,27.7,36,39.7,21.1,884.8195,2050.286,2143.072,978.3536,21.85902,25.1847,30.98333,35.30513,32.47432,140.7449,130.0793,5.00024,59.53204,25.20398,32.20343,5.085043,27.17896,7.462555,54.95482,5.00024,40,40,13,4.94353,11,4.962472,4.953475,5919.144,10118.71,7156.200195
6079,4.999668,20.81226,27.70104,,5.000497,5.052393,23.64881,27.5,35.8,39.4,21,919.4169,2059.406,2094.044,978.1876,21.85902,25.1847,31.1513,35.13716,32.64228,140.7449,130.4152,5.00024,59.19611,25.40796,31.5852,5.089913,27.04371,7.507241,54.99267,5.00024,40,40,13,4.949989,11,4.962472,4.969669,5919.144,10111.3,7156.200195
6080,4.999668,20.36316,28.2928,,4.999668,5.057006,23.62748,27.6,35.8,39.3,21,919.7226,2065.755,2074.83,928.771,21.69105,25.50383,31.1513,34.9692,32.15519,140.5465,130.7343,4.999502,59.53204,24.87862,31.20162,5.088696,27.0916,7.494474,55.00572,4.999502,40,40,13,4.94353,11,4.96697,4.965171,5919.144,10103.06,7147.963867
6081,5.000497,19.33852,28.10149,,5.000497,5.048703,23.62815,27.8,35.9,39.4,21.1,902.6676,2066.089,2074.83,941.8491,21.69105,25.50383,31.31926,34.80124,32.47432,140.8442,130.5831,5.000978,59.6832,25.33449,31.79655,5.086261,26.99071,7.491282,54.99267,5.000978,40,40,13,4.925077,11,4.970569,4.970569,5919.144,10103.06,7164.435547
6082,4.998839,20.04377,27.09144,,4.999668,5.057929,23.62278,28.1,36.1,39.5,21.1,867.3357,2053.588,2040.719,978.3536,21.69105,25.50383,31.31926,35.30513,32.15519,140.8442,130.5831,4.999502,60.01913,25.65016,32.11792,5.087479,27.05696,7.497666,54.95482,4.999502,40,40,13,4.948143,11,4.965171,4.958873,5927.38,10111.3,7180.908203
